Phone_Name,Phone_Price
"Samsung Galaxy On7 (Gold, 8 GB)","₹7,990"
"Samsung Galaxy Note 5 (Silver Titanium, 32 GB)","₹38,900"
"Samsung Galaxy Note 5 (Silver, 32 GB)","₹32,000"
"Samsung Galaxy Note 5 (black sapphire, 32 GB)","₹40,999"
"Samsung Galaxy Note 5 (Silver Titanium, 64 GB)","₹45,900"
"Samsung Galaxy Note 5 (Gold, 64 GB)","₹53,900"
"Samsung Galaxy J2 (Gold, 8 GB)","₹7,400"
"Samsung Galaxy J2 (Black, 8 GB)","₹7,400"
Samsung SAMSUNG Metro 350 Dual Sim,"₹2,899"
"Samsung Galaxy Note 5 (Black Sapphire, 32 GB)","₹30,495"
"Samsung Galaxy Note 5 (Silver Titanium, 32 GB)","₹39,999"
Samsung Metro B312E Dual Sim - White,"₹1,599"
Samsung Metro B313E Dual Sim - White,"₹2,120"
"Samsung Galaxy Core Prime G361 Dual Sim - White (White, 8 GB)","₹7,999"
"Samsung Galaxy Note 5 (Gold Platinum, 32 GB)","₹29,990"
"Samsung Galaxy Core Prime (Silver, 8 GB)","₹5,490"
"Samsung Sm-G361Hhadins (Charcoal Gray, 8 GB)","₹7,849"
Samsung Metro 313,"₹2,200"
"Samsung Galaxy J1 Ace (Black, 4 GB)","₹4,988"
"Samsung Galaxy J1 Ace (White, 4 GB)","₹4,988"
"Samsung Galaxy J1 Ace (Blue, 4 GB)","₹5,850"
"Samsung Grand Prime 4G (Gold, 8 GB)","₹7,899"
"Samsung Galaxy S6 Edge+ (Gold Platinum, 32 GB)","₹28,000"
"Samsung Galaxy Grand Prime 4g (White, 8 GB)","₹8,990"
"Samsung Galaxy S6 Edge+ (Silver Titanium, 32 GB)","₹34,999"
Samsung Metro 350,"₹2,958"
Samsung Metro 350,"₹2,849"
"Samsung Galaxy Grand Prime 4g (Grey, 8 GB)","₹8,250"
Samsung Metro 360,"₹3,629"
Samsung Metro 313,"₹1,990"
"Samsung Galaxy A8 (Gold, 32 GB)","₹25,990"
"Samsung Galaxy A8 (Black, 32 GB)","₹25,499"
"Samsung Galaxy A8 (White, 32 GB)","₹31,490"
Samsung Metro 313,"₹2,120"
"Samsung Grand Prime 4G (White, 8 GB)","₹8,250"
Samsung Metro 360,"₹2,000"
"Samsung Galaxy Mega 2 (Brown, Black, 16 GB)","₹17,950"
Samsung Metro 313,"₹2,120"
"Samsung Galaxy J5 (Black, 8 GB)","₹7,990"
"Samsung Galaxy J7 (White, 16 GB)","₹11,700"
"Samsung Galaxy J5 (White, 8 GB)","₹11,390"
"Samsung Galaxy J7 (Black, 16 GB)","₹11,700"
"Samsung Galaxy J5 (Gold, 8 GB)","₹10,490"
"Samsung Galaxy J7 (Gold, 16 GB)","₹11,700"
"Samsung Galaxy Core Prime 4G (White, 8 GB)","₹6,999"
"Samsung Galaxy S6 Edge (Green Emerald, 32 GB)","₹49,990"
"Samsung Galaxy S6 (White Pearl, 64 GB)","₹55,900"
"Samsung Galaxy S6 Edge (White Pearl, 64 GB)","₹53,900"
"Samsung Galaxy S6 Edge (Black, 64 GB)","₹39,990"
"Samsung Galaxy S6 Edge (Gold Platinum, 64 GB)","₹29,999"
"Samsung Galaxy S6 (Gold Platinum, 32 GB)","₹33,900"
"Samsung Galaxy S6 (Blue Topaz, 32 GB)","₹36,900"
"Samsung Z1 (Black, 4 GB)","₹3,990"
"Samsung Z1 (White, 4 GB)","₹3,990"
"Samsung Galaxy S6 (White Pearl, 32 GB)","₹24,500"
"Samsung Galaxy S6 Edge (Gold Platinum, 32 GB)","₹29,999"
"Samsung Galaxy S6 (Black Sapphire, 32 GB)","₹27,900"
"Samsung Galaxy S6 Edge (White Pearl, 32 GB)","₹44,900"
"Samsung Galaxy A7 (Champagne Gold, 16 GB)","₹9,999"
"Samsung Galaxy A7 (Midnight Black, 16 GB)","₹19,990"
"Samsung Galaxy Grand Neo Plus (Gold, 8 GB)","₹7,940"
"Samsung Galaxy Grand Neo Plus (White, 8 GB)","₹4,999"
"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)","₹5,999"
"Samsung Galaxy J1 (Blue, 4 GB)","₹7,454"
"Samsung Galaxy J1 (White, 4 GB)","₹6,190"
"Samsung Galaxy Grand Neo Plus (White, 8 GB)","₹9,790"
"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)","₹6,999"
"Samsung Galaxy A7 (Pearl White, 16 GB)","₹19,990"
"Samsung Galaxy E7 (Blue, 16 GB)","₹17,050"
"Samsung Galaxy A3 (Champagne Gold, 16 GB)","₹8,190"
"Samsung Galaxy E5 (Black, 16 GB)","₹9,890"
"Samsung Galaxy A3 (Midnight Black, 16 GB)","₹7,599"
"Samsung Galaxy A5 (Midnight Black, 16 GB)","₹17,990"
"Samsung Galaxy A5 (Champagne Gold, 16 GB)","₹16,470"
"Samsung Galaxy E7 (Black, 16 GB)","₹16,200"
"Samsung Galaxy A3 (Pearl White, 16 GB)","₹9,999"
"Samsung Galaxy E5 (Brown, 16 GB)","₹12,799"
"Samsung Z1 (Wine Red, 4096 MB)","₹4,290"
"Samsung Galaxy A5 (Pearl White, 16 GB)","₹15,993"
"Samsung Galaxy E5 (White, 16 GB)","₹8,490"
"Samsung Galaxy E7 (White, 16 GB)","₹12,999"
"Samsung Galaxy Note Edge (Frost White, 32 GB)","₹30,000"
"Samsung Galaxy Note Edge (Charcoal Black, 32 GB)","₹39,500"
"Samsung Galaxy Mega 2 (White, 8 GB)","₹17,450"
"Samsung Galaxy Core Prime (Silver, 8 GB)","₹6,969"
"Samsung Galaxy Core Prime (Charcoal Grey, 8 GB)","₹5,490"
"Samsung Galaxy Note 4 (Blossom Pink, 32 GB)","₹39,999"
"Samsung Galaxy Note 4 (Bronze Gold, 32 GB)","₹27,900"
"Samsung Galaxy Note 4 (Frost White, 32 GB)","₹27,990"
"Samsung Galaxy Note 4 (Charcoal Black, 32 GB)","₹36,900"
"Samsung Galaxy Alpha (Frosted Gold, 32 GB)","₹42,000"
"Samsung Galaxy Alpha (Dazzling White, 32 GB)","₹19,999"
"Samsung Galaxy Alpha (Charcoal Black, 32 GB)","₹22,389"
"Samsung Grand Prime (Grey, 8 GB)","₹8,500"
"Samsung Grand Prime (White, 8 GB)","₹7,992"
"Samsung Galaxy Star Advance (Black, 4 GB)","₹3,500"
"Samsung Galaxy Star 2 (Iris Charcoal, 4 GB)","₹4,890"
"Samsung Galaxy Star Advance (White, 4 GB)","₹5,499"
"Samsung Galaxy Star 2 (White, 4 GB)","₹4,890"
"Samsung Galaxy S Duos 3 (Ceramic White, 4 GB)","₹6,048"
"Samsung Galaxy S Duos 3 (Charcoal Grey, 4 GB)","₹6,499"
"Samsung Galaxy Ace NXT (Black, 4 GB)","₹5,249"
"Samsung Galaxy Core 2 (Black, 4 GB)","₹6,294"
"Samsung Galaxy Ace NXT (Ceramic White, 4 GB)","₹5,490"
"Samsung Galaxy Core 2 (White, 4 GB)","₹6,199"
"Samsung Galaxy S5 (Copper Gold, 16 GB)","₹21,999"
"Samsung Galaxy S5 (Electric Blue, 16 GB)","₹21,999"
"Samsung Galaxy Note 3 Neo (White, 16 GB)","₹11,250"
"Samsung Galaxy S4 (Deep Black, 16 GB)","₹15,999"
"Samsung Galaxy S5 (Charcoal Black, 16 GB)","₹21,999"
"Samsung Galaxy S3 Neo (Black, 16 GB)","₹13,499"
"Samsung Galaxy S3 Neo (Pebble Blue, 16 GB)","₹17,000"
"Samsung Galaxy S3 Neo (Marble White, 16 GB)","₹13,499"
"Samsung Galaxy Note 3 Neo (Black, 16 GB)","₹19,900"
"Samsung Galaxy Grand Neo (White, 8 GB)","₹13,500"
"Samsung Galaxy Grand 2 (Black, 8 GB)","₹9,999"
"Samsung Galaxy Grand 2 (White, 8 GB)","₹10,990"
"Samsung Galaxy S Duos 2 (Pure White, 4 GB)","₹5,999"
"Samsung Galaxy S Duos 2 (Black, 4 GB)","₹5,999"
"Samsung Galaxy Star Pro (Midnight Black, 4 GB)","₹4,299"
"Samsung Galaxy Trend (Ceramic White, 4 GB)","₹4,999"
"Samsung Galaxy Trend (Wine Red, 4 GB)","₹6,999"
"Samsung Galaxy Star Pro (White, 4 GB)","₹4,199"
"Samsung Galaxy Trend (Midnight Black, 4 GB)","₹4,999"
"Samsung Galaxy Mega 5.8 (Black, 8 GB)","₹12,500"
"Samsung Galaxy Note 3 (Classic White, 32 GB)","₹50,650"
"Samsung Galaxy Note 3 (Jet Black, 32 GB)","₹21,999"
"Samsung Galaxy Grand I9082 (Metallic Blue, 8 GB)","₹8,999"
"Samsung Galaxy Grand Quattro (Titan Gray, 8 GB)","₹5,999"
"Samsung Galaxy S4 Zoom (White, 8 GB)","₹15,990"
"Samsung Galaxy S4 Mini (White Frost, 8 GB)","₹14,000"
"Samsung Galaxy Core (Metallic Blue, 8 GB)","₹7,999"
"Samsung Galaxy Core (Chic White, 8 GB)","₹14,700"
"Samsung Galaxy Pocket Neo (Metallic Silver, 4 GB)","₹7,000"
"Samsung Galaxy Star (Noble Black, 4 GB)","₹4,199"
"Samsung Galaxy Mega 5.8 (White, 8 GB)","₹12,500"
"Samsung Galaxy Star (Ceramic White, 4 GB)","₹3,599"
"Samsung Galaxy Grand Quattro (Ceramic White, 8 GB)","₹6,999"
"Samsung Galaxy S4 (White Frost, 16 GB)","₹40,690"
Samsung Rex 60,"₹3,400"
Samsung Guru E1207T,"₹1,560"
Samsung C3520,"₹3,999"
